country,number,energy_normalized,circles_curves_normalized,axis_points_normalized,synchronous_limbs_normalized,external_body_spaces_normalized,shifting_relations_normalized,jumping_normalized,emotion_normalized,pose_nose_x,pose_nose_y,pose_nose_z,pose_left_eye_inner_x,pose_left_eye_inner_y,pose_left_eye_inner_z,pose_left_eye_x,pose_left_eye_y,pose_left_eye_z,pose_left_eye_outer_x,pose_left_eye_outer_y,pose_left_eye_outer_z,pose_right_eye_inner_x,pose_right_eye_inner_y,pose_right_eye_inner_z,pose_right_eye_x,pose_right_eye_y,pose_right_eye_z,pose_right_eye_outer_x,pose_right_eye_outer_y,pose_right_eye_outer_z,pose_left_ear_x,pose_left_ear_y,pose_left_ear_z,pose_right_ear_x,pose_right_ear_y,pose_right_ear_z,pose_mouth_left_x,pose_mouth_left_y,pose_mouth_left_z,pose_mouth_right_x,pose_mouth_right_y,pose_mouth_right_z,pose_left_shoulder_x,pose_left_shoulder_y,pose_left_shoulder_z,pose_right_shoulder_x,pose_right_shoulder_y,pose_right_shoulder_z,pose_left_elbow_x,pose_left_elbow_y,pose_left_elbow_z,pose_right_elbow_x,pose_right_elbow_y,pose_right_elbow_z,pose_left_wrist_x,pose_left_wrist_y,pose_left_wrist_z,pose_right_wrist_x,pose_right_wrist_y,pose_right_wrist_z,pose_left_pinky_x,pose_left_pinky_y,pose_left_pinky_z,pose_right_pinky_x,pose_right_pinky_y,pose_right_pinky_z,pose_left_index_x,pose_left_index_y,pose_left_index_z,pose_right_index_x,pose_right_index_y,pose_right_index_z,pose_left_thumb_x,pose_left_thumb_y,pose_left_thumb_z,pose_right_thumb_x,pose_right_thumb_y,pose_right_thumb_z,pose_left_hip_x,pose_left_hip_y,pose_left_hip_z,pose_right_hip_x,pose_right_hip_y,pose_right_hip_z,pose_left_knee_x,pose_left_knee_y,pose_left_knee_z,pose_right_knee_x,pose_right_knee_y,pose_right_knee_z,pose_left_ankle_x,pose_left_ankle_y,pose_left_ankle_z,pose_right_ankle_x,pose_right_ankle_y,pose_right_ankle_z,pose_left_heel_x,pose_left_heel_y,pose_left_heel_z,pose_right_heel_x,pose_right_heel_y,pose_right_heel_z,pose_left_foot_index_x,pose_left_foot_index_y,pose_left_foot_index_z,pose_right_foot_index_x,pose_right_foot_index_y,pose_right_foot_index_z
Laos,07,47.27273,20.51282,10.81081,67.74194,62.31884,37.5,0.0,64.51613,-0.4054757,-1.6287476,-0.7186261,-0.3570666,-1.7001683,-0.6932928,-0.3541318,-1.7021777,-0.6621387,-0.3560613,-1.703531,-0.6688554,-0.4243683,-1.6997329,-0.709215,-0.4240547,-1.70058,-0.7469854,-0.4008881,-1.6669151,-0.6941188,-0.1339815,-1.7231195,-0.4496542,-0.498847,-1.484539,-0.3518299,-0.2702387,-1.6195114,-0.6041502,-0.349621,-1.5006845,-0.6497646,0.2637319,-1.2837937,-0.2338904,-0.6281834,-1.2624694,0.2178091,0.3368629,-0.7183344,-0.4266782,-0.8615128,-0.5556948,0.1170544,-0.0820894,-0.4574187,-0.566615,-1.3571805,-0.6031566,-0.3464397,-0.2292716,-0.3861002,-0.6006405,-1.4082124,-0.660559,-0.5077189,-0.3298889,-0.4597767,-0.63679,-1.4096228,-0.827,-0.5675414,-0.1318044,-0.4335272,-0.5818643,-1.3828095,-0.6632023,-0.4037813,0.2433554,-0.0247804,-0.0527395,-0.2433554,0.0247804,0.0527395,0.5037507,1.0357233,-0.1532294,-0.0500749,0.9008179,0.20911,0.8728299,1.8516771,0.319345,-0.0255303,1.9377924,0.6609619,0.8570767,1.9547043,0.3776226,-0.0333997,2.0298644,0.5891426,0.8283317,2.1023185,0.2636865,-0.2035528,2.1145302,0.4716378
Laos,08,38.18182,57.69231,68.91892,75.26882,46.37681,54.6875,0.0,58.06452,0.4409642,-1.6369033,-1.2164837,0.5705075,-1.6685035,-1.1584531,0.5755084,-1.6602363,-1.1220641,0.5707502,-1.666159,-1.1286333,0.49418,-1.7282931,-1.1859312,0.4962506,-1.7310763,-1.2307809,0.4995388,-1.6907574,-1.1672898,0.8090302,-1.4963688,-0.7871784,0.2757992,-1.6294878,-0.7233592,0.5431882,-1.5361227,-1.0571225,0.3912014,-1.5171274,-1.1131158,0.7688371,-0.9552089,-0.5555641,0.0520113,-1.4491771,-0.0634706,0.5576061,-0.4760029,-0.8822636,-0.4805417,-0.7986277,-0.0937109,0.1690172,-0.3426273,-1.0793859,-1.1783697,-0.7534808,-0.2910442,0.0632792,-0.3187782,-1.1175204,-1.2783655,-0.7641142,-0.4042757,-0.0003237,-0.4083765,-1.1695983,-1.2227077,-0.831545,-0.4893156,0.1190865,-0.3217679,-1.1046831,-1.1986952,-0.7659589,-0.3611154,0.2149594,0.0764231,-0.053781,-0.2149594,-0.0764231,0.053781,-0.0159047,1.2288971,-0.0611298,-0.2689979,0.9670318,0.1289518,-0.0938874,2.1637718,0.3816306,-0.4496055,2.0469558,0.5405404,-0.1564954,2.2585962,0.4323336,-0.4751345,2.1307382,0.4640253,-0.2882461,2.3328631,0.3135311,-0.6573276,2.1106233,0.3441376
Laos,09,18.18182,8.97436,24.32432,92.47312,28.98551,7.8125,0.0,40.32258,-0.099054,-1.7430159,-0.8687022,-0.0272683,-1.8072734,-0.8428109,-0.0211108,-1.806535,-0.8098076,-0.0239817,-1.8096038,-0.818961,-0.1039408,-1.828553,-0.8647058,-0.0996697,-1.8287746,-0.90671,-0.0868104,-1.7936887,-0.8464899,0.2201982,-1.7861659,-0.5295254,-0.2326813,-1.6612913,-0.4532521,0.0403359,-1.7116689,-0.7261386,-0.0844082,-1.6189559,-0.7844383,0.5491767,-1.3256504,-0.15309,-0.4169762,-1.4647675,0.0641542,0.7369183,-0.7825953,-0.3212913,-0.5904833,-0.5950199,-0.1837934,0.7177062,-0.541404,-0.6594306,-0.6631708,-0.5550749,-0.8276309,0.6878845,-0.4990246,-0.7485083,-0.5937764,-0.5630844,-1.0486718,0.6081365,-0.5668034,-0.8005447,-0.5078201,-0.7624632,-1.1070971,0.6944871,-0.5052925,-0.6972148,-0.6261641,-0.6185721,-0.889973,0.2793755,0.013264,0.0529387,-0.2793755,-0.013264,-0.0529387,0.2248987,1.2521866,-0.0283888,-0.0829789,0.9755304,-0.0561987,0.2286152,2.1740649,0.5038507,-0.1426808,2.0546968,0.4072292,0.1715248,2.2741227,0.5688914,-0.1472554,2.1448988,0.3308309,0.2163739,2.3976665,0.3847158,-0.191493,2.1999943,0.1140058
Laos,10,41.81818,64.10256,70.27027,73.11828,53.62319,57.8125,0.0,56.45161,-0.5944009,-1.3103235,-1.0966184,-0.5701058,-1.4184329,-1.0669068,-0.5662014,-1.413908,-1.0379619,-0.5683331,-1.4189548,-1.0451525,-0.6555626,-1.3855704,-1.0729051,-0.6517707,-1.3887627,-1.1109645,-0.6321665,-1.3530343,-1.0567037,-0.2639179,-1.5228246,-0.792429,-0.7303249,-1.1693835,-0.6267466,-0.4062573,-1.3319168,-0.9728813,-0.5118763,-1.1821714,-0.9944191,0.2508002,-1.1212161,-0.4649078,-0.6666126,-1.0337029,-0.0767129,0.5273416,-0.5916443,-0.6527953,-1.1117979,-0.3589965,-0.2141669,0.2787042,-0.216427,-0.7209325,-1.8935168,-0.2922356,-0.5680615,0.1857803,-0.1238457,-0.7363552,-2.0360967,-0.3131974,-0.7026161,0.0551366,-0.1791246,-0.7874281,-2.0282515,-0.4351585,-0.7624707,0.2214314,-0.1783178,-0.7497337,-1.9362734,-0.3211242,-0.6288654,0.2385676,-0.010822,-0.0189584,-0.2385676,0.010822,0.0189584,0.1922537,1.0642123,-0.0956815,-0.0715507,0.9111754,-0.0386809,0.2239843,1.9524184,0.3226966,0.0084116,1.9382642,0.2957599,0.1767852,2.0540075,0.3671526,0.0057757,2.0264202,0.2187349,0.1354402,2.1437361,0.2184715,-0.111642,2.0892071,0.0587225
Laos,11,58.18182,50.0,10.81081,21.50538,63.76812,75.0,60.37736,67.74194,-0.5346786,-1.912168,-0.5796826,-0.503524,-1.995703,-0.5258497,-0.4974049,-1.998389,-0.5019181,-0.4990809,-2.003029,-0.5094023,-0.5946936,-1.9867087,-0.5754521,-0.5875206,-1.9913051,-0.6195437,-0.559863,-1.9570139,-0.5592153,-0.2753944,-2.0660043,-0.1622882,-0.7234298,-1.7348423,-0.1189513,-0.3818422,-1.9225832,-0.4097184,-0.4823725,-1.7667446,-0.4904718,0.1913703,-1.6443301,0.3398859,-0.8036278,-1.5553702,0.2944454,0.6468141,-1.0863495,0.0263942,-0.9863497,-0.6875803,-0.1393053,0.6169992,-0.6901009,-0.438865,-1.6040553,-0.9040907,-0.9229499,0.6122501,-0.6052112,-0.5571484,-1.6770812,-1.03121,-1.1654681,0.4628515,-0.6244578,-0.586482,-1.6740493,-1.2744108,-1.2318601,0.5762024,-0.6319424,-0.4812336,-1.6407227,-0.9940537,-0.9805762,0.272413,-0.0221419,0.1918466,-0.272413,0.0221419,-0.1918466,0.2538799,1.3297323,0.0811573,0.5223519,1.0000706,-0.4857918,-0.1936388,2.350333,0.4806185,0.1095658,2.1933216,-0.0880038,-0.2960546,2.490818,0.5423064,0.0772663,2.2914893,-0.1756504,-0.1295201,2.5914096,0.437056,0.3333796,2.2185223,-0.3848687
Laos,12,47.27273,32.05128,64.86486,37.63441,34.78261,65.625,22.64151,61.29032,0.5839873,-1.3927642,-1.702114,0.7116303,-1.4121032,-1.7252961,0.7100963,-1.3991905,-1.6773591,0.705426,-1.4084716,-1.6873283,0.6844684,-1.4685638,-1.7173382,0.6940029,-1.461783,-1.7719865,0.6855503,-1.4196091,-1.6933298,0.9550693,-1.2060023,-1.5355047,0.6187823,-1.3730635,-1.3267921,0.7000262,-1.2756859,-1.5833677,0.5872491,-1.2453707,-1.6232497,0.9647045,-0.6200143,-1.116892,0.5171045,-1.3834612,-0.6512708,0.3567952,-0.3020269,-1.3322862,-0.3349415,-0.9176861,-0.7783335,-0.32143,-0.617677,-1.1984905,-1.1756862,-0.7180151,-0.961948,-0.5164658,-0.7130404,-1.1855702,-1.3019906,-0.6490364,-1.1174414,-0.5340319,-0.8753165,-1.2375188,-1.1532563,-0.600304,-1.1730838,-0.3909656,-0.6408851,-1.202044,-1.1779455,-0.6657873,-1.0333432,0.188059,0.1461249,-0.0229033,-0.188059,-0.1461249,0.0229033,0.0012878,1.3861978,-0.2230082,-0.6821422,0.4688113,0.0272708,0.3296289,2.6080161,-0.0094551,-1.0332466,1.6489915,0.6092697,0.3132862,2.7070656,0.0174011,-1.0623233,1.7468769,0.5369736,0.2553027,2.7402609,-0.1459243,-1.2087653,1.7277248,0.4069456
Laos,13,61.81818,69.23077,16.21622,13.97849,72.46377,85.9375,0.0,70.96774,0.4141651,-1.4202894,-1.5955549,0.531334,-1.4638769,-1.5102935,0.5327847,-1.4520734,-1.4756284,0.5318843,-1.4607078,-1.4830814,0.4323395,-1.5449427,-1.5482505,0.4334121,-1.5428651,-1.5937295,0.4210043,-1.5058923,-1.5189785,0.7652993,-1.2052087,-0.9892071,0.0719298,-1.4394651,-0.9663827,0.525461,-1.2730493,-1.4105623,0.3033899,-1.2678516,-1.4717139,0.7394624,-0.6211873,-0.4414916,-0.0930289,-1.1456472,-0.6200975,0.8878599,-0.1446674,-0.6384682,-0.5588974,-0.6060247,-0.8678814,0.9127988,0.2417023,-0.5821354,-0.969693,-0.3011835,-1.0328781,0.940685,0.2986927,-0.5342201,-1.0015933,-0.2298023,-1.1959792,0.8681352,0.2588686,-0.6044798,-0.7888663,-0.1996723,-1.2568789,0.8784018,0.2858159,-0.607098,-0.9334303,-0.2590123,-1.0975915,0.280983,0.0349766,0.1978832,-0.280983,-0.0349766,-0.1978832,0.7326089,0.4671482,0.4809842,-0.0104071,0.8399413,0.045503,1.1999041,0.6524477,0.8291997,-0.339083,1.8134359,0.5280587,1.2040152,0.6489634,0.8769745,-0.3716561,1.8958973,0.4579786,1.4992526,0.6343541,0.8372822,-0.2215776,2.029349,0.2862894
Laos,14,80.0,51.28205,21.62162,16.12903,78.26087,90.625,86.79245,74.19355,-0.0843424,-2.2353407,-1.8859288,-0.1923195,-2.3054811,-1.8433657,-0.1845944,-2.2922478,-1.8029887,-0.195568,-2.2999701,-1.8047843,-0.2113451,-2.3056054,-2.0082557,-0.1992424,-2.3020491,-2.0634625,-0.179618,-2.2545083,-1.952985,-0.3189457,-2.2503381,-1.3589524,-0.5477902,-1.8235171,-1.8588403,-0.0471889,-2.1721896,-1.6590899,-0.095382,-1.9902121,-1.9235682,0.0543352,-1.9134026,-0.7049162,-0.6121977,-1.479433,-1.3110551,0.9890937,-2.4259733,-0.8507726,0.1918506,-0.6334855,-1.635375,1.606164,-3.3781388,-0.9979075,1.1072528,-0.9936834,-1.7080656,1.639926,-3.8102233,-0.9970818,1.4017163,-1.1976209,-1.9897549,1.5507799,-3.8774014,-1.057643,1.4897915,-1.5755606,-1.9118072,1.6619956,-3.4106095,-1.0630888,1.1683459,-1.1584368,-1.7159117,0.2645631,-0.0642856,0.3155425,-0.2645631,0.0642856,-0.3155425,0.1315738,1.8318953,0.6860812,-0.4728607,1.2737734,-0.2665793,-1.0151014,1.591245,1.4310026,-2.1000348,0.9081332,0.2919017,-1.2566579,1.5566746,1.5416607,-2.3091148,0.8188506,0.2238083,-1.6757358,1.5701347,1.7537335,-2.7621303,0.5727634,0.4465721
Laos,15,45.45455,71.79487,20.27027,64.51613,65.21739,39.0625,0.0,64.51613,0.4208132,-1.5838742,-0.9237022,0.5377715,-1.6060065,-0.8814854,0.5410656,-1.6084616,-0.8524122,0.5392106,-1.6121498,-0.8557982,0.472795,-1.6801718,-0.9191737,0.4756852,-1.685451,-0.9602214,0.4824881,-1.6442022,-0.9013065,0.7087788,-1.495435,-0.5216899,0.2558452,-1.6232955,-0.529696,0.4987222,-1.5172366,-0.7756209,0.369652,-1.4956401,-0.8483979,0.7030342,-1.0343672,-0.2214302,-0.1164198,-1.5414922,0.0456263,0.7794394,-0.4286866,-0.2468961,-0.7213641,-1.0057902,-0.207265,1.0713268,0.0540636,-0.37921,-1.1599202,-1.3202409,-0.7503502,1.1480724,0.1490836,-0.4014434,-1.1838971,-1.4394895,-0.9132776,1.1256172,0.1411719,-0.4734981,-1.101803,-1.5903146,-0.9930453,1.0830566,0.1258881,-0.4205135,-1.1573061,-1.3846837,-0.8186373,0.2460438,0.0391809,0.0365895,-0.2460438,-0.0391809,-0.0365895,0.2276457,1.1530195,0.005102,-0.1041297,0.9074627,0.1080625,0.284282,2.0007087,0.5655746,-0.1932595,1.8939358,0.7152884,0.2254635,2.0870049,0.6364793,-0.2038078,1.9711177,0.6533047,0.2408311,2.2161103,0.5486881,-0.2241818,2.0060336,0.5309253
Laos,16,52.72727,47.4359,51.35135,7.52688,57.97101,87.5,0.0,70.96774,0.1672485,-1.2856819,-1.2508495,0.2704896,-1.3135733,-1.2317523,0.2675938,-1.3146525,-1.2040167,0.2601392,-1.3194074,-1.2082187,0.1988275,-1.3856219,-1.2643719,0.2077647,-1.3882437,-1.3079455,0.2127379,-1.35714,-1.249871,0.4239706,-1.1920493,-0.9365469,0.0375221,-1.2889053,-0.9676136,0.2320965,-1.2183169,-1.1218113,0.1223563,-1.2050097,-1.2002877,0.5131545,-0.7464521,-0.5212488,-0.2653452,-1.3740567,-0.5141195,1.0149021,-0.3927915,-0.3895637,-0.7143363,-1.4697548,-0.9153087,1.7489063,-0.2682226,-0.25034,-0.4776533,-1.7255064,-1.3288068,1.8917107,-0.2936707,-0.1925541,-0.3353599,-1.7982255,-1.4744571,1.9140235,-0.3247352,-0.2740269,-0.1972152,-1.8807399,-1.4594183,1.8066013,-0.2332241,-0.2834698,-0.4080417,-1.7455004,-1.3509405,0.2096819,0.0220224,0.0964106,-0.2096819,-0.0220224,-0.0964106,0.1872567,1.1085968,0.2189868,-0.0739467,0.8659255,0.0630357,0.1968206,1.8550601,0.692206,-0.174801,1.7311754,0.5857907,0.1483087,1.9327025,0.7575974,-0.1847536,1.7899408,0.5331194,0.1764444,1.9919579,0.6218056,-0.2064866,1.7579454,0.3308832
Laos,17,25.45455,12.82051,10.81081,72.04301,28.98551,28.125,0.0,50.0,0.4690985,-1.7088641,-0.5135855,0.5461306,-1.7489636,-0.4934963,0.5512662,-1.7554797,-0.4641784,0.5453721,-1.7557213,-0.4696477,0.4819759,-1.8126766,-0.5577314,0.4892399,-1.8110347,-0.6022185,0.4997976,-1.7724164,-0.5400953,0.6336337,-1.7362245,-0.1688591,0.2241597,-1.7553845,-0.283934,0.5217104,-1.6725539,-0.3584829,0.4031763,-1.6148808,-0.4774678,0.7395651,-1.2393178,0.2440113,-0.0967748,-1.7715429,0.1125884,0.8919676,-0.6755165,-0.051135,-0.1922865,-1.4281076,-0.3808401,0.9118518,-0.9132254,-0.5048552,0.1014561,-1.9331834,-0.8245313,0.8723864,-1.0090328,-0.5550799,0.2650764,-2.0770168,-1.0189077,0.8332435,-1.1140775,-0.5715592,0.3754164,-2.253681,-0.9812966,0.9016058,-0.9198602,-0.5200877,0.148596,-2.0110153,-0.827991,0.2632421,0.0262534,0.1340163,-0.2632421,-0.0262534,-0.1340163,0.2527645,1.2541596,-0.0200625,-0.0307849,1.0438322,-0.187232,0.2705777,2.3418411,0.3227081,-0.0963878,2.213146,0.3117094,0.1992269,2.4460076,0.3755098,-0.098254,2.3088754,0.2282616,0.2364947,2.5299749,0.2395497,-0.0934757,2.3196112,0.0163953
Laos,18,34.54545,17.94872,8.10811,94.62366,63.76812,6.25,9.43396,53.22581,-0.1124174,-1.4215688,-1.2316706,-0.0483662,-1.5119303,-1.1922101,-0.049782,-1.5116026,-1.1616583,-0.0556199,-1.51064,-1.1638727,-0.1625051,-1.529232,-1.2305395,-0.1550126,-1.5323953,-1.2791062,-0.1521469,-1.4975262,-1.2119501,0.2379463,-1.50175,-0.8320879,-0.4188637,-1.4033117,-0.7873304,0.0383997,-1.3664307,-1.0765151,-0.1469747,-1.2830767,-1.1407796,0.5501664,-1.089642,-0.4429571,-0.4274541,-1.2513903,-0.3084371,1.1628697,-1.3081498,-0.7514609,-0.9154493,-1.1919376,-0.6602579,1.3398212,-1.9771389,-0.9931625,-1.2961526,-1.9563918,-1.0237022,1.3651724,-2.1426875,-1.0294467,-1.2933248,-2.1741147,-1.1774089,1.2867875,-2.2780184,-0.9995229,-1.1603048,-2.3251042,-1.1740983,1.326639,-2.0107577,-1.002443,-1.2776331,-2.0403816,-1.0570899,0.292543,0.0372309,0.0983423,-0.292543,-0.0372309,-0.0983423,0.1417835,1.0591139,0.1699106,-0.2823437,0.8453621,-0.0224579,0.1461103,1.8862573,0.6296999,-0.3512304,1.8806413,0.514606,0.0892581,1.9591406,0.6871782,-0.3498482,1.9628166,0.451587,0.1603271,2.062098,0.6049601,-0.4125291,2.0065236,0.3220673
Laos,19,20.0,51.28205,75.67568,78.49462,20.28986,39.0625,0.0,45.16129,0.0664476,-2.1588138,-1.0776054,0.0784374,-2.2584258,-1.0172756,0.0830118,-2.2597301,-0.9772874,0.0794,-2.2632596,-0.9919981,0.0033368,-2.2739234,-1.112917,0.0087251,-2.2736966,-1.1628576,0.0308117,-2.2323384,-1.08642,0.0902426,-2.2525798,-0.5613925,-0.3332474,-1.9830939,-0.8082013,0.1286594,-2.1253529,-0.8713579,0.0223134,-1.9815425,-1.035238,0.3158883,-1.576021,0.1184443,-0.523691,-1.7172814,-0.4061051,0.7045281,-0.8840424,0.3316775,-0.3112275,-0.6504701,-0.7053139,1.4768108,-0.6197319,0.2992149,0.079257,-0.4345604,-1.1687273,1.6211285,-0.6508978,0.3404677,0.2585405,-0.4443507,-1.4038476,1.6599749,-0.692587,0.2469536,0.3936902,-0.7001628,-1.4164604,1.557703,-0.5812823,0.2519231,0.1572744,-0.5153729,-1.2049957,0.2489988,0.0084695,0.2847417,-0.2489988,-0.0084695,-0.2847417,0.4758957,1.3718601,0.4209499,0.2107114,1.0544969,0.0011919,0.4470486,2.3440637,0.9982803,0.1267835,2.3368289,0.713584,0.3749371,2.4597794,1.0780637,0.1376358,2.4513923,0.6413585,0.5344329,2.5420459,0.9864619,0.3419146,2.3681979,0.4159857
Malaysia,01,0.0,12.82051,43.24324,95.69892,26.08696,3.125,0.0,22.58065,-0.0223527,-1.4808621,-1.5325906,0.0344524,-1.5695293,-1.4705757,0.0400453,-1.5592291,-1.4350349,0.0325354,-1.569168,-1.447438,-0.0694174,-1.5805896,-1.5302875,-0.0605348,-1.5837058,-1.5707478,-0.0502633,-1.5510638,-1.5004867,0.2474322,-1.504721,-0.9982147,-0.3251605,-1.3609829,-1.0699005,0.0784984,-1.4237529,-1.3446254,-0.0516035,-1.3311895,-1.4329132,0.475815,-1.0548629,-0.5714514,-0.5214171,-1.0984987,-0.5112514,0.9257048,-0.6427417,-0.569209,-0.9480225,-0.2366463,-0.6769915,1.0971627,-0.0640835,-0.5904102,-1.1619577,0.4514928,-0.9499749,1.1547482,-0.0003979,-0.599849,-1.1535758,0.5589624,-1.0686238,1.0151711,0.0645955,-0.6444998,-0.9983057,0.5178364,-1.1259381,1.070638,0.027008,-0.6086898,-1.1092222,0.4908429,-1.0114184,0.3145291,-0.0050169,0.1233683,-0.3145291,0.0050169,-0.1233683,1.004091,0.8064535,-0.6512867,-0.8120629,0.5453959,-0.798074,-0.0745976,0.6045013,0.036559,0.4741508,0.8644289,-0.399515,-0.2685469,0.54224,0.1555715,0.5943652,0.8378791,-0.4444284,-0.5189512,0.7339194,0.1434655,0.979955,0.9511415,-0.5407699
Malaysia,02,7.27273,17.94872,89.18919,96.77419,14.49275,21.875,0.0,25.80645,0.2189709,-1.8174769,-0.3062794,0.2470507,-1.8670358,-0.2448427,0.254272,-1.8699929,-0.2217914,0.2451111,-1.8736999,-0.2284819,0.1829244,-1.890327,-0.3149698,0.1912533,-1.8885108,-0.3530868,0.2018482,-1.8628406,-0.2887883,0.3811803,-1.7733959,0.1019721,-0.0583388,-1.6435536,-0.0038074,0.2903672,-1.7368783,-0.1679361,0.1716768,-1.6387056,-0.2796663,0.6113325,-1.1803032,0.283679,-0.363575,-1.3988136,0.2411524,0.921433,-1.0215147,-0.1618058,-0.6844529,-1.0261477,-0.240461,0.360765,-1.4105122,-0.2578225,-0.1621562,-1.5135835,-0.3957465,0.17734,-1.56807,-0.2093245,0.1141736,-1.6913914,-0.4410633,0.1064341,-1.6265552,-0.0726608,0.1966318,-1.8641814,-0.3550239,0.3153571,-1.4216969,-0.1994035,-0.1017045,-1.5905257,-0.3569463,0.3167208,-0.0369267,0.1934396,-0.3167208,0.0369267,-0.1934396,1.2180485,-0.0494932,-0.4971554,-0.7862036,0.4486418,-1.2505453,0.2588437,0.3381069,0.008295,0.4198282,0.8141246,-0.8218714,0.082281,0.3279937,0.118304,0.5470713,0.7735283,-0.8611391,-0.068268,0.5376291,0.1316798,0.9704764,0.7801788,-0.9820924
Malaysia,03,12.72727,73.07692,21.62162,92.47312,39.13043,9.375,0.0,24.19355,-0.0451685,-1.7448054,-1.1516345,0.0325022,-1.8167156,-1.121955,0.0364521,-1.8155507,-1.094195,0.0277011,-1.8223208,-1.0932499,-0.0897526,-1.8446403,-1.1716201,-0.0777387,-1.8491444,-1.2239623,-0.0712378,-1.8145609,-1.1455598,0.3031946,-1.7773173,-0.6961338,-0.3483583,-1.6700714,-0.7258905,0.0896748,-1.6748957,-0.975565,-0.0836759,-1.5862723,-1.0670503,0.5388393,-1.2558016,-0.329347,-0.4451014,-1.4205195,-0.2605815,0.8389105,-0.98786,-0.7420561,-0.7206671,-0.9246599,-0.7260293,0.9714116,-1.6007853,-1.2160222,-0.8995598,-1.5447018,-1.3412527,1.0114768,-1.8076034,-1.2540788,-0.8541083,-1.7436721,-1.4960404,0.9695906,-1.9087039,-1.2109233,-0.749252,-1.8971171,-1.50231,0.990987,-1.6427016,-1.2095421,-0.8737221,-1.6163987,-1.3701441,0.3554257,-0.0031047,0.160079,-0.3554257,0.0031047,-0.160079,1.1667366,0.526265,-0.6051636,-0.9559151,0.4504251,-0.9381405,-0.1398543,0.7538025,-0.1566327,0.4508185,0.608561,-0.414326,-0.366129,0.7120718,-0.039167,0.596275,0.5330279,-0.4593915,-0.7554559,0.8579279,0.0472362,1.0844636,0.5521569,-0.4072424
Malaysia,04,36.36364,58.97436,2.7027,13.97849,91.30435,75.0,0.0,38.70968,-0.6374103,-1.2379856,-1.2840573,-0.5554433,-1.3376572,-1.2418429,-0.5519408,-1.3350558,-1.2196459,-0.5700085,-1.3382265,-1.2208161,-0.6385064,-1.3384719,-1.2565571,-0.6347655,-1.35663,-1.3055871,-0.6132071,-1.3355798,-1.2436304,-0.219066,-1.3383704,-0.9694427,-0.6159173,-1.1639016,-0.8501892,-0.4913557,-1.2233154,-1.1688348,-0.5576438,-1.1359585,-1.2198635,0.1743642,-0.9985897,-0.6294351,-0.7835516,-1.1026224,-0.3619011,0.8202179,-0.8333753,-0.7052247,-1.3930962,-1.1345058,-0.6518171,1.4508702,-0.7062898,-0.6236975,-2.1979973,-1.4858842,-0.9001636,1.5820932,-0.7691713,-0.591923,-2.3334497,-1.6508716,-0.9999167,1.5364002,-0.7503387,-0.6736313,-2.3539409,-1.83449,-1.0693714,1.498994,-0.6612345,-0.646291,-2.2453655,-1.5567345,-0.9639541,0.2662693,-0.1079278,0.1035355,-0.2662693,0.1079278,-0.1035355,0.679298,0.49121,-0.0375137,-0.7549393,0.311018,-0.8203304,1.0170295,0.286261,1.1053511,0.2759829,0.5589055,-0.3798717,0.9965716,0.297128,1.2620722,0.3668337,0.5544824,-0.4210522,1.1130244,0.4191989,1.2820695,0.5998454,0.6066409,-0.5101556
Malaysia,05,34.54545,51.28205,5.40541,18.27957,86.95652,71.875,0.0,37.09677,-0.9918061,1.101106,-2.3539907,-1.1043984,1.0341662,-2.4831752,-1.0923082,1.0179083,-2.4189789,-1.0958791,1.0312471,-2.4239078,-1.1899347,1.0884805,-2.4738743,-1.18951,1.0695836,-2.549922,-1.1568167,1.0246383,-2.4297735,-1.2641804,0.6702557,-2.4031217,-1.2003895,0.8554431,-2.1124594,-1.0285226,0.9458113,-2.237466,-0.9735069,0.9187034,-2.3043331,-0.9012708,0.4183449,-1.6226617,-1.5040401,0.9953541,-1.0715451,0.0389867,0.7658917,-1.5246493,-0.4024959,1.0669473,-0.9617411,0.4977627,0.9215885,-1.0722195,0.6992376,1.3351341,-0.9902585,0.560538,1.0583731,-1.0316837,0.838738,1.3548991,-1.1488031,0.5268115,1.1474927,-1.119745,0.7576908,1.2674325,-1.2233361,0.556172,0.892798,-1.0876453,0.7507617,1.3113187,-1.0875491,0.1260153,-0.1762181,0.0110288,-0.1260153,0.1762181,-0.0110288,1.2725353,-0.7206685,-0.086323,-0.3426029,0.2583693,0.1288527,2.4755733,-1.4944025,0.2089705,-0.1995321,-0.1382576,0.2607061,2.6597103,-1.465189,0.2534908,-0.2155103,-0.1188785,0.1185227,2.9852413,-1.2092897,0.0907769,-0.5055181,0.1338795,0.129375
